SITE_SHORT;PERIOD_ID;COUNT_;WHO_ATC_CODE;CATEGORY;BRICK_NAME;BRICK_NO
pro;201908;40;A10BD20;SGLT-2;Århus City;403
pro;201908;1;A10BD21;SGLT-2;Frederiksberg;105
pro;201908;3;A10BD21;SGLT-2;Gentofte;109
pro;201908;1;A10BD21;SGLT-2;Hillerød;111
pro;201908;1;A10BD21;SGLT-2;Næstved;206
pro;201908;3;A10BD21;SGLT-2;Nørrebro/City;103
pro;201908;1;A10BD21;SGLT-2;Odense City;305
min;201908;8;A10BD21;SGLT-2;Outside DK;Outside DK
pro;201908;4;A10BD21;SGLT-2;Outside DK;Outside DK
pro;201908;1;A10BD21;SGLT-2;Randers;411
min;201908;2;A10BD21;SGLT-2;Ringsted;205
pro;201908;4;A10BD21;SGLT-2;Ringsted;205
pro;201908;1;A10BD21;SGLT-2;Roskilde;202
pro;201908;2;A10BD21;SGLT-2;Silkeborg;405
pro;201908;1;A10BD21;SGLT-2;Sønderborg;307
pro;201908;1;A10BD21;SGLT-2;Vejle;315
pro;201908;3;A10BD21;SGLT-2;Vesterbro/Christianshavn;104
min;201908;1;A10BD21;SGLT-2;Ydre Århus;404
pro;201908;6;A10BD21;SGLT-2;Ydre Århus;404
pro;201908;1;A10BD21;SGLT-2;Århus City;403
min;201908;1;A10BD23;SGLT-2;Aalborg City;502
min;201908;1;A10BD23;SGLT-2;Amager;102
pro;201908;1;A10BD23;SGLT-2;Esbjerg;313
pro;201908;1;A10BD23;SGLT-2;Herning;406
pro;201908;1;A10BD23;SGLT-2;Horsens;402
min;201908;1;A10BD23;SGLT-2;Køge Bugt;201
pro;201908;1;A10BD23;SGLT-2;Nørrebro/City;103
min;201908;1;A10BD23;SGLT-2;Odense City;305
min;201908;6;A10BD23;SGLT-2;Outside DK;Outside DK
pro;201908;15;A10BD23;SGLT-2;Outside DK;Outside DK
min;201908;1;A10BD23;SGLT-2;Slagelse;204
pro;201908;1;A10BD23;SGLT-2;Slagelse;204
pro;201908;1;A10BD23;SGLT-2;Svendborg;301
pro;201908;1;A10BD23;SGLT-2;Sønderborg;307
min;201908;2;A10BD23;SGLT-2;Tåstrup;116
min;201908;2;A10BD23;SGLT-2;Vesterbro/Christianshavn;104
pro;201908;1;A10BD23;SGLT-2;Vesterbro/Christianshavn;104
min;201908;3;A10BD23;SGLT-2;Ydre Århus;404
pro;201908;5;A10BD23;SGLT-2;Ydre Århus;404
pro;201908;1;A10BD23;SGLT-2;Århus City;403
pro;201908;1;A10BD24;SGLT-2;Aalborg City;502
pro;201908;1;A10BD24;SGLT-2;Glostrup;106
pro;201908;1;A10BD24;SGLT-2;Nørrebro/City;103
min;201908;1;A10BD24;SGLT-2;Nørresundby;506
pro;201908;1;A10BD24;SGLT-2;Odense City;305
min;201908;6;A10BD24;SGLT-2;Outside DK;Outside DK
pro;201908;12;A10BD24;SGLT-2;Outside DK;Outside DK
pro;201908;1;A10BD24;SGLT-2;Ringsted;205
min;201908;1;A10BD24;SGLT-2;Tåstrup;116
pro;201908;1;A10BD24;SGLT-2;Tåstrup;116
pro;201908;1;A10BD24;SGLT-2;Vejle;315
min;201908;1;A10BD24;SGLT-2;Vesterbro/Christianshavn;104
pro;201908;1;A10BD24;SGLT-2;Vesterbro/Christianshavn;104
pro;201908;7;A10BD24;SGLT-2;Ydre Århus;404
pro;201908;1;A10BD24;SGLT-2;Århus City;403
min;201908;3;A10BH01;DPP-IV;Aabenraa;308
pro;201908;3;A10BH01;DPP-IV;Aabenraa;308
min;201908;4;A10BH01;DPP-IV;Aalborg City;502
pro;201908;11;A10BH01;DPP-IV;Aalborg City;502
min;201908;7;A10BH01;DPP-IV;Amager;102
pro;201908;6;A10BH01;DPP-IV;Amager;102
min;201908;1;A10BH01;DPP-IV;Assens;303
pro;201908;1;A10BH01;DPP-IV;Assens;303
min;201908;5;A10BH01;DPP-IV;Ballerup;115
pro;201908;13;A10BH01;DPP-IV;Ballerup;115
pro;201908;12;A10BH01;DPP-IV;Ebeltoft;412
min;201908;1;A10BH01;DPP-IV;Esbjerg;313
pro;201908;3;A10BH01;DPP-IV;Esbjerg;313
pro;201908;2;A10BH01;DPP-IV;Fjerritslev;505
min;201908;1;A10BH01;DPP-IV;Frederiksberg;105
pro;201908;8;A10BH01;DPP-IV;Frederiksberg;105
pro;201908;3;A10BH01;DPP-IV;Frederikshavn;508
min;201908;1;A10BH01;DPP-IV;Frederikssund;114
pro;201908;2;A10BH01;DPP-IV;Frederikssund;114
min;201908;1;A10BH01;DPP-IV;Gentofte;109
pro;201908;9;A10BH01;DPP-IV;Gentofte;109
min;201908;6;A10BH01;DPP-IV;Glostrup;106
pro;201908;18;A10BH01;DPP-IV;Glostrup;106
min;201908;1;A10BH01;DPP-IV;Haderslev;311
pro;201908;5;A10BH01;DPP-IV;Haderslev;311
min;201908;1;A10BH01;DPP-IV;Hadsund;501
pro;201908;1;A10BH01;DPP-IV;Hadsund;501
pro;201908;2;A10BH01;DPP-IV;Hedensted;401
pro;201908;4;A10BH01;DPP-IV;Helsingør;113
min;201908;1;A10BH01;DPP-IV;Herning;406
pro;201908;4;A10BH01;DPP-IV;Herning;406
min;201908;1;A10BH01;DPP-IV;Hillerød;111
pro;201908;6;A10BH01;DPP-IV;Hillerød;111
min;201908;10;A10BH01;DPP-IV;Hjørring;507
pro;201908;8;A10BH01;DPP-IV;Hjørring;507
pro;201908;1;A10BH01;DPP-IV;Hobro;503
min;201908;3;A10BH01;DPP-IV;Holstebro;408
pro;201908;1;A10BH01;DPP-IV;Holstebro;408
min;201908;5;A10BH01;DPP-IV;Horsens;402
pro;201908;12;A10BH01;DPP-IV;Horsens;402
pro;201908;3;A10BH01;DPP-IV;Hørsholm;112
min;201908;6;A10BH01;DPP-IV;Kalundborg;203
pro;201908;2;A10BH01;DPP-IV;Kalundborg;203
pro;201908;7;A10BH01;DPP-IV;Kbh. NV;107
min;201908;4;A10BH01;DPP-IV;Kbh. Ø.;108
pro;201908;6;A10BH01;DPP-IV;Kbh. Ø.;108
min;201908;1;A10BH01;DPP-IV;Kgs. Lyngby;110
pro;201908;6;A10BH01;DPP-IV;Kgs. Lyngby;110
pro;201908;4;A10BH01;DPP-IV;Kolding;312
pro;201908;8;A10BH01;DPP-IV;Køge Bugt;201
min;201908;2;A10BH01;DPP-IV;Nyborg;302
pro;201908;5;A10BH01;DPP-IV;Nyborg;302
pro;201908;1;A10BH01;DPP-IV;Næstved;206
min;201908;5;A10BH01;DPP-IV;Nørrebro/City;103
pro;201908;25;A10BH01;DPP-IV;Nørrebro/City;103
min;201908;1;A10BH01;DPP-IV;Nørresundby;506
min;201908;3;A10BH01;DPP-IV;Odense City;305
pro;201908;8;A10BH01;DPP-IV;Odense City;305
min;201908;21;A10BH01;DPP-IV;Outside DK;Outside DK
pro;201908;64;A10BH01;DPP-IV;Outside DK;Outside DK
pro;201908;3;A10BH01;DPP-IV;Randers;411
pro;201908;1;A10BH01;DPP-IV;Ribe;310
pro;201908;1;A10BH01;DPP-IV;Ringkøbing;407
min;201908;8;A10BH01;DPP-IV;Ringsted;205
pro;201908;34;A10BH01;DPP-IV;Ringsted;205
min;201908;5;A10BH01;DPP-IV;Roskilde;202
pro;201908;14;A10BH01;DPP-IV;Roskilde;202
min;201908;3;A10BH01;DPP-IV;Silkeborg;405
pro;201908;75;A10BH01;DPP-IV;Silkeborg;405
pro;201908;3;A10BH01;DPP-IV;Slagelse;204
min;201908;3;A10BH01;DPP-IV;Svendborg;301
pro;201908;3;A10BH01;DPP-IV;Svendborg;301
min;201908;6;A10BH01;DPP-IV;Sønderborg;307
pro;201908;7;A10BH01;DPP-IV;Sønderborg;307
min;201908;1;A10BH01;DPP-IV;Thisted;504
pro;201908;2;A10BH01;DPP-IV;Thisted;504
min;201908;4;A10BH01;DPP-IV;Tåstrup;116
pro;201908;18;A10BH01;DPP-IV;Tåstrup;116
pro;201908;7;A10BH01;DPP-IV;Varde;314
min;201908;1;A10BH01;DPP-IV;Vejle;315
pro;201908;46;A10BH01;DPP-IV;Vejle;315
min;201908;6;A10BH01;DPP-IV;Vesterbro/Christianshavn;104
pro;201908;23;A10BH01;DPP-IV;Vesterbro/Christianshavn;104
min;201908;9;A10BH01;DPP-IV;Viborg;410
pro;201908;8;A10BH01;DPP-IV;Viborg;410
min;201908;1;A10BH01;DPP-IV;Vordingborg;207
pro;201908;3;A10BH01;DPP-IV;Vordingborg;207
pro;201908;1;A10BH01;DPP-IV;Ydre Odense;304
min;201908;7;A10BH01;DPP-IV;Ydre Århus;404
pro;201908;65;A10BH01;DPP-IV;Ydre Århus;404
min;201908;6;A10BH01;DPP-IV;Århus City;403
pro;201908;109;A10BH01;DPP-IV;Århus City;403
pro;201908;1;A10BH02;DPP-IV;Aabenraa;308
min;201908;1;A10BH02;DPP-IV;Aalborg City;502
pro;201908;4;A10BH02;DPP-IV;Aalborg City;502
min;201908;5;A10BH02;DPP-IV;Amager;102
pro;201908;4;A10BH02;DPP-IV;Amager;102
pro;201908;4;A10BH02;DPP-IV;Ballerup;115
min;201908;1;A10BH02;DPP-IV;Esbjerg;313
pro;201908;1;A10BH02;DPP-IV;Esbjerg;313
pro;201908;1;A10BH02;DPP-IV;Fjerritslev;505
pro;201908;1;A10BH02;DPP-IV;Frederiksberg;105
pro;201908;1;A10BH02;DPP-IV;Gentofte;109
pro;201908;2;A10BH02;DPP-IV;Glostrup;106
pro;201908;1;A10BH02;DPP-IV;Helsingør;113
pro;201908;1;A10BH02;DPP-IV;Herning;406
pro;201908;5;A10BH02;DPP-IV;Hillerød;111
min;201908;1;A10BH02;DPP-IV;Hjørring;507
pro;201908;2;A10BH02;DPP-IV;Hjørring;507
pro;201908;4;A10BH02;DPP-IV;Horsens;402
min;201908;1;A10BH02;DPP-IV;Hørsholm;112
pro;201908;1;A10BH02;DPP-IV;Hørsholm;112
pro;201908;3;A10BH02;DPP-IV;Kalundborg;203
pro;201908;3;A10BH02;DPP-IV;Kbh. Ø.;108
pro;201908;4;A10BH02;DPP-IV;Kgs. Lyngby;110
pro;201908;1;A10BH02;DPP-IV;Kolding;312
min;201908;1;A10BH02;DPP-IV;Køge Bugt;201
pro;201908;3;A10BH02;DPP-IV;Køge Bugt;201
pro;201908;1;A10BH02;DPP-IV;Middelfart;306
pro;201908;1;A10BH02;DPP-IV;Nyborg;302
min;201908;1;A10BH02;DPP-IV;Nørrebro/City;103
pro;201908;3;A10BH02;DPP-IV;Nørrebro/City;103
pro;201908;1;A10BH02;DPP-IV;Odense City;305
min;201908;12;A10BH02;DPP-IV;Outside DK;Outside DK
pro;201908;43;A10BH02;DPP-IV;Outside DK;Outside DK
pro;201908;2;A10BH02;DPP-IV;Randers;411
min;201908;1;A10BH02;DPP-IV;Ringsted;205
pro;201908;18;A10BH02;DPP-IV;Ringsted;205
pro;201908;3;A10BH02;DPP-IV;Roskilde;202
min;201908;2;A10BH02;DPP-IV;Silkeborg;405
pro;201908;17;A10BH02;DPP-IV;Silkeborg;405
min;201908;1;A10BH02;DPP-IV;Slagelse;204
pro;201908;1;A10BH02;DPP-IV;Slagelse;204
pro;201908;1;A10BH02;DPP-IV;Svendborg;301
min;201908;2;A10BH02;DPP-IV;Sønderborg;307
pro;201908;6;A10BH02;DPP-IV;Sønderborg;307
min;201908;1;A10BH02;DPP-IV;Tåstrup;116
pro;201908;5;A10BH02;DPP-IV;Tåstrup;116
min;201908;1;A10BH02;DPP-IV;Varde;314
pro;201908;4;A10BH02;DPP-IV;Varde;314
pro;201908;12;A10BH02;DPP-IV;Vejle;315
min;201908;2;A10BH02;DPP-IV;Vesterbro/Christianshavn;104
pro;201908;13;A10BH02;DPP-IV;Vesterbro/Christianshavn;104
min;201908;1;A10BH02;DPP-IV;Vordingborg;207
pro;201908;5;A10BH02;DPP-IV;Vordingborg;207
min;201908;6;A10BH02;DPP-IV;Ydre Århus;404
pro;201908;28;A10BH02;DPP-IV;Ydre Århus;404
min;201908;3;A10BH02;DPP-IV;Århus City;403
pro;201908;12;A10BH02;DPP-IV;Århus City;403
min;201908;1;A10BH03;DPP-IV;Aalborg City;502
pro;201908;2;A10BH03;DPP-IV;Amager;102
min;201908;1;A10BH03;DPP-IV;Ballerup;115
pro;201908;4;A10BH03;DPP-IV;Ballerup;115
min;201908;1;A10BH03;DPP-IV;Glostrup;106
pro;201908;3;A10BH03;DPP-IV;Glostrup;106
pro;201908;1;A10BH03;DPP-IV;Helsingør;113
pro;201908;1;A10BH03;DPP-IV;Hillerød;111
pro;201908;3;A10BH03;DPP-IV;Hjørring;507
pro;201908;1;A10BH03;DPP-IV;Horsens;402
pro;201908;1;A10BH03;DPP-IV;Kgs. Lyngby;110
pro;201908;3;A10BH03;DPP-IV;Nørrebro/City;103
pro;201908;2;A10BH03;DPP-IV;Odense City;305
min;201908;7;A10BH03;DPP-IV;Outside DK;Outside DK
pro;201908;11;A10BH03;DPP-IV;Outside DK;Outside DK
pro;201908;1;A10BH03;DPP-IV;Randers;411
min;201908;1;A10BH03;DPP-IV;Ringsted;205
pro;201908;4;A10BH03;DPP-IV;Ringsted;205
pro;201908;4;A10BH03;DPP-IV;Silkeborg;405
min;201908;5;A10BH03;DPP-IV;Sønderborg;307
pro;201908;1;A10BH03;DPP-IV;Sønderborg;307
pro;201908;2;A10BH03;DPP-IV;Tåstrup;116
min;201908;1;A10BH03;DPP-IV;Varde;314
pro;201908;1;A10BH03;DPP-IV;Varde;314
min;201908;1;A10BH03;DPP-IV;Vejle;315
pro;201908;11;A10BH03;DPP-IV;Vejle;315
min;201908;1;A10BH03;DPP-IV;Vesterbro/Christianshavn;104
pro;201908;3;A10BH03;DPP-IV;Vesterbro/Christianshavn;104
pro;201908;1;A10BH03;DPP-IV;Vordingborg;207
min;201908;2;A10BH03;DPP-IV;Ydre Århus;404
pro;201908;14;A10BH03;DPP-IV;Ydre Århus;404
pro;201908;3;A10BH03;DPP-IV;Århus City;403
pro;201908;1;A10BH04;DPP-IV;Aalborg City;502
min;201908;2;A10BH04;DPP-IV;Amager;102
pro;201908;4;A10BH04;DPP-IV;Amager;102
min;201908;1;A10BH04;DPP-IV;Ballerup;115
pro;201908;6;A10BH04;DPP-IV;Ballerup;115
pro;201908;1;A10BH04;DPP-IV;Frederiksberg;105
pro;201908;2;A10BH04;DPP-IV;Glostrup;106
pro;201908;3;A10BH04;DPP-IV;Hillerød;111
pro;201908;1;A10BH04;DPP-IV;Hjørring;507
min;201908;3;A10BH04;DPP-IV;Horsens;402
pro;201908;4;A10BH04;DPP-IV;Horsens;402
pro;201908;1;A10BH04;DPP-IV;Kalundborg;203
pro;201908;3;A10BH04;DPP-IV;Kgs. Lyngby;110
pro;201908;1;A10BH04;DPP-IV;Nyborg;302
min;201908;1;A10BH04;DPP-IV;Nørrebro/City;103
pro;201908;6;A10BH04;DPP-IV;Nørrebro/City;103
min;201908;1;A10BH04;DPP-IV;Odense City;305
min;201908;6;A10BH04;DPP-IV;Outside DK;Outside DK
pro;201908;4;A10BH04;DPP-IV;Outside DK;Outside DK
pro;201908;12;A10BH04;DPP-IV;Ringsted;205
pro;201908;2;A10BH04;DPP-IV;Roskilde;202
pro;201908;12;A10BH04;DPP-IV;Silkeborg;405
pro;201908;1;A10BH04;DPP-IV;Slagelse;204
min;201908;1;A10BH04;DPP-IV;Svendborg;301
pro;201908;1;A10BH04;DPP-IV;Sønderborg;307
min;201908;1;A10BH04;DPP-IV;Tåstrup;116
pro;201908;4;A10BH04;DPP-IV;Tåstrup;116
pro;201908;6;A10BH04;DPP-IV;Vejle;315
min;201908;1;A10BH04;DPP-IV;Vesterbro/Christianshavn;104
pro;201908;7;A10BH04;DPP-IV;Vesterbro/Christianshavn;104
min;201908;3;A10BH04;DPP-IV;Ydre Århus;404
pro;201908;16;A10BH04;DPP-IV;Ydre Århus;404
pro;201908;3;A10BH04;DPP-IV;Århus City;403
pro;201908;2;A10BH05;DPP-IV;Aabenraa;308
min;201908;4;A10BH05;DPP-IV;Aalborg City;502
pro;201908;5;A10BH05;DPP-IV;Aalborg City;502
min;201908;1;A10BH05;DPP-IV;Amager;102
pro;201908;1;A10BH05;DPP-IV;Amager;102
pro;201908;1;A10BH05;DPP-IV;Assens;303
min;201908;1;A10BH05;DPP-IV;Ballerup;115
pro;201908;8;A10BH05;DPP-IV;Ballerup;115
min;201908;1;A10BH05;DPP-IV;Ebeltoft;412
pro;201908;8;A10BH05;DPP-IV;Ebeltoft;412
min;201908;1;A10BH05;DPP-IV;Esbjerg;313
pro;201908;6;A10BH05;DPP-IV;Esbjerg;313
min;201908;2;A10BH05;DPP-IV;Frederiksberg;105
pro;201908;2;A10BH05;DPP-IV;Frederiksberg;105
pro;201908;3;A10BH05;DPP-IV;Frederikshavn;508
min;201908;1;A10BH05;DPP-IV;Gentofte;109
pro;201908;3;A10BH05;DPP-IV;Gentofte;109
min;201908;1;A10BH05;DPP-IV;Glostrup;106
pro;201908;8;A10BH05;DPP-IV;Glostrup;106
min;201908;1;A10BH05;DPP-IV;Hadsund;501
pro;201908;1;A10BH05;DPP-IV;Hadsund;501
pro;201908;1;A10BH05;DPP-IV;Hedensted;401
pro;201908;2;A10BH05;DPP-IV;Helsingør;113
pro;201908;2;A10BH05;DPP-IV;Herning;406
min;201908;2;A10BH05;DPP-IV;Hillerød;111
pro;201908;11;A10BH05;DPP-IV;Hillerød;111
min;201908;1;A10BH05;DPP-IV;Hjørring;507
pro;201908;7;A10BH05;DPP-IV;Hjørring;507
min;201908;1;A10BH05;DPP-IV;Horsens;402
pro;201908;4;A10BH05;DPP-IV;Horsens;402
min;201908;1;A10BH05;DPP-IV;Hørsholm;112
pro;201908;1;A10BH05;DPP-IV;Hørsholm;112
min;201908;1;A10BH05;DPP-IV;Kalundborg;203
pro;201908;1;A10BH05;DPP-IV;Kalundborg;203
pro;201908;1;A10BH05;DPP-IV;Kbh. NV;107
pro;201908;4;A10BH05;DPP-IV;Kbh. Ø.;108
min;201908;1;A10BH05;DPP-IV;Kgs. Lyngby;110
pro;201908;7;A10BH05;DPP-IV;Kgs. Lyngby;110
pro;201908;1;A10BH05;DPP-IV;Kolding;312
pro;201908;1;A10BH05;DPP-IV;Køge Bugt;201
pro;201908;1;A10BH05;DPP-IV;Middelfart;306
pro;201908;2;A10BH05;DPP-IV;Nyborg;302
min;201908;1;A10BH05;DPP-IV;Næstved;206
pro;201908;21;A10BH05;DPP-IV;Nørrebro/City;103
min;201908;1;A10BH05;DPP-IV;Nørresundby;506
min;201908;3;A10BH05;DPP-IV;Odense City;305
pro;201908;5;A10BH05;DPP-IV;Odense City;305
min;201908;18;A10BH05;DPP-IV;Outside DK;Outside DK
pro;201908;26;A10BH05;DPP-IV;Outside DK;Outside DK
pro;201908;1;A10BH05;DPP-IV;Randers;411
pro;201908;6;A10BH05;DPP-IV;Ringkøbing;407
min;201908;1;A10BH05;DPP-IV;Ringsted;205
pro;201908;27;A10BH05;DPP-IV;Ringsted;205
pro;201908;10;A10BH05;DPP-IV;Roskilde;202
min;201908;1;A10BH05;DPP-IV;Silkeborg;405
pro;201908;23;A10BH05;DPP-IV;Silkeborg;405
pro;201908;1;A10BH05;DPP-IV;Svendborg;301
min;201908;3;A10BH05;DPP-IV;Sønderborg;307
pro;201908;6;A10BH05;DPP-IV;Sønderborg;307
min;201908;3;A10BH05;DPP-IV;Thisted;504
min;201908;1;A10BH05;DPP-IV;Tåstrup;116
pro;201908;7;A10BH05;DPP-IV;Tåstrup;116
pro;201908;6;A10BH05;DPP-IV;Varde;314
min;201908;1;A10BH05;DPP-IV;Vejle;315
pro;201908;55;A10BH05;DPP-IV;Vejle;315
min;201908;4;A10BH05;DPP-IV;Vesterbro/Christianshavn;104
pro;201908;24;A10BH05;DPP-IV;Vesterbro/Christianshavn;104
pro;201908;1;A10BH05;DPP-IV;Viborg;410
pro;201908;1;A10BH05;DPP-IV;Vordingborg;207
pro;201908;1;A10BH05;DPP-IV;Ydre Odense;304
min;201908;5;A10BH05;DPP-IV;Ydre Århus;404
pro;201908;48;A10BH05;DPP-IV;Ydre Århus;404
min;201908;1;A10BH05;DPP-IV;Århus City;403
pro;201908;22;A10BH05;DPP-IV;Århus City;403
min;201908;1;A10BJ01;GLP-1;Aabenraa;308
min;201908;2;A10BJ01;GLP-1;Aalborg City;502
pro;201908;2;A10BJ01;GLP-1;Aalborg City;502
pro;201908;1;A10BJ01;GLP-1;Amager;102
min;201908;1;A10BJ01;GLP-1;Ballerup;115
pro;201908;3;A10BJ01;GLP-1;Ballerup;115
pro;201908;6;A10BJ01;GLP-1;Esbjerg;313
min;201908;1;A10BJ01;GLP-1;Frederiksberg;105
pro;201908;3;A10BJ01;GLP-1;Frederiksberg;105
min;201908;2;A10BJ01;GLP-1;Frederikshavn;508
pro;201908;1;A10BJ01;GLP-1;Frederikssund;114
min;201908;1;A10BJ01;GLP-1;Gentofte;109
pro;201908;1;A10BJ01;GLP-1;Gentofte;109
pro;201908;2;A10BJ01;GLP-1;Glostrup;106
min;201908;1;A10BJ01;GLP-1;Hadsund;501
min;201908;1;A10BJ01;GLP-1;Herning;406
pro;201908;1;A10BJ01;GLP-1;Herning;406
min;201908;2;A10BJ01;GLP-1;Hillerød;111
pro;201908;1;A10BJ01;GLP-1;Hillerød;111
min;201908;1;A10BJ01;GLP-1;Hjørring;507
pro;201908;1;A10BJ01;GLP-1;Hjørring;507
min;201908;1;A10BJ01;GLP-1;Horsens;402
pro;201908;1;A10BJ01;GLP-1;Horsens;402
pro;201908;1;A10BJ01;GLP-1;Hørsholm;112
min;201908;1;A10BJ01;GLP-1;Kalundborg;203
pro;201908;1;A10BJ01;GLP-1;Kalundborg;203
pro;201908;1;A10BJ01;GLP-1;Kbh. Ø.;108
pro;201908;3;A10BJ01;GLP-1;Kgs. Lyngby;110
min;201908;7;A10BJ01;GLP-1;Kolding;312
min;201908;5;A10BJ01;GLP-1;Nørrebro/City;103
pro;201908;4;A10BJ01;GLP-1;Nørrebro/City;103
min;201908;6;A10BJ01;GLP-1;Nørresundby;506
pro;201908;3;A10BJ01;GLP-1;Nørresundby;506
min;201908;1;A10BJ01;GLP-1;Odense City;305
pro;201908;2;A10BJ01;GLP-1;Odense City;305
min;201908;8;A10BJ01;GLP-1;Outside DK;Outside DK
pro;201908;18;A10BJ01;GLP-1;Outside DK;Outside DK
min;201908;1;A10BJ01;GLP-1;Randers;411
min;201908;3;A10BJ01;GLP-1;Ringkøbing;407
pro;201908;3;A10BJ01;GLP-1;Ringkøbing;407
min;201908;7;A10BJ01;GLP-1;Ringsted;205
pro;201908;4;A10BJ01;GLP-1;Ringsted;205
min;201908;1;A10BJ01;GLP-1;Roskilde;202
pro;201908;1;A10BJ01;GLP-1;Roskilde;202
min;201908;1;A10BJ01;GLP-1;Silkeborg;405
pro;201908;5;A10BJ01;GLP-1;Silkeborg;405
min;201908;1;A10BJ01;GLP-1;Slagelse;204
pro;201908;3;A10BJ01;GLP-1;Slagelse;204
min;201908;1;A10BJ01;GLP-1;Sønderborg;307
pro;201908;1;A10BJ01;GLP-1;Sønderborg;307
min;201908;1;A10BJ01;GLP-1;Tåstrup;116
pro;201908;2;A10BJ01;GLP-1;Tåstrup;116
pro;201908;6;A10BJ01;GLP-1;Vejle;315
min;201908;8;A10BJ01;GLP-1;Vesterbro/Christianshavn;104
pro;201908;4;A10BJ01;GLP-1;Vesterbro/Christianshavn;104
pro;201908;1;A10BJ01;GLP-1;Ydre Odense;304
min;201908;10;A10BJ01;GLP-1;Ydre Århus;404
pro;201908;12;A10BJ01;GLP-1;Ydre Århus;404
pro;201908;7;A10BJ01;GLP-1;Århus City;403
min;201908;1;A10BJ02;GLP-1;Aabenraa;308
pro;201908;2;A10BJ02;GLP-1;Aabenraa;308
min;201908;15;A10BJ02;GLP-1;Aalborg City;502
pro;201908;17;A10BJ02;GLP-1;Aalborg City;502
min;201908;19;A10BJ02;GLP-1;Amager;102
pro;201908;9;A10BJ02;GLP-1;Amager;102
min;201908;2;A10BJ02;GLP-1;Assens;303
pro;201908;7;A10BJ02;GLP-1;Assens;303
min;201908;19;A10BJ02;GLP-1;Ballerup;115
pro;201908;17;A10BJ02;GLP-1;Ballerup;115
min;201908;1;A10BJ02;GLP-1;Bornholm;101
pro;201908;1;A10BJ02;GLP-1;Bornholm;101
min;201908;1;A10BJ02;GLP-1;Ebeltoft;412
pro;201908;7;A10BJ02;GLP-1;Ebeltoft;412
min;201908;1;A10BJ02;GLP-1;Esbjerg;313
pro;201908;3;A10BJ02;GLP-1;Esbjerg;313
pro;201908;1;A10BJ02;GLP-1;Fjerritslev;505
min;201908;4;A10BJ02;GLP-1;Frederiksberg;105
pro;201908;11;A10BJ02;GLP-1;Frederiksberg;105
min;201908;1;A10BJ02;GLP-1;Frederikshavn;508
pro;201908;2;A10BJ02;GLP-1;Frederikshavn;508
min;201908;5;A10BJ02;GLP-1;Frederikssund;114
pro;201908;2;A10BJ02;GLP-1;Frederikssund;114
min;201908;13;A10BJ02;GLP-1;Gentofte;109
pro;201908;16;A10BJ02;GLP-1;Gentofte;109
min;201908;13;A10BJ02;GLP-1;Glostrup;106
pro;201908;10;A10BJ02;GLP-1;Glostrup;106
min;201908;3;A10BJ02;GLP-1;Haderslev;311
pro;201908;1;A10BJ02;GLP-1;Haderslev;311
min;201908;1;A10BJ02;GLP-1;Hadsund;501
pro;201908;6;A10BJ02;GLP-1;Hadsund;501
pro;201908;1;A10BJ02;GLP-1;Hedensted;401
min;201908;3;A10BJ02;GLP-1;Helsingør;113
pro;201908;4;A10BJ02;GLP-1;Helsingør;113
min;201908;1;A10BJ02;GLP-1;Herning;406
pro;201908;4;A10BJ02;GLP-1;Herning;406
min;201908;9;A10BJ02;GLP-1;Hillerød;111
pro;201908;45;A10BJ02;GLP-1;Hillerød;111
min;201908;7;A10BJ02;GLP-1;Hjørring;507
pro;201908;10;A10BJ02;GLP-1;Hjørring;507
min;201908;4;A10BJ02;GLP-1;Holstebro;408
pro;201908;4;A10BJ02;GLP-1;Holstebro;408
min;201908;9;A10BJ02;GLP-1;Horsens;402
pro;201908;12;A10BJ02;GLP-1;Horsens;402
min;201908;7;A10BJ02;GLP-1;Hørsholm;112
pro;201908;8;A10BJ02;GLP-1;Hørsholm;112
min;201908;4;A10BJ02;GLP-1;Kalundborg;203
pro;201908;5;A10BJ02;GLP-1;Kalundborg;203
min;201908;2;A10BJ02;GLP-1;Kbh. NV;107
pro;201908;6;A10BJ02;GLP-1;Kbh. NV;107
min;201908;2;A10BJ02;GLP-1;Kbh. Ø.;108
pro;201908;3;A10BJ02;GLP-1;Kbh. Ø.;108
min;201908;4;A10BJ02;GLP-1;Kgs. Lyngby;110
pro;201908;9;A10BJ02;GLP-1;Kgs. Lyngby;110
min;201908;4;A10BJ02;GLP-1;Kolding;312
pro;201908;9;A10BJ02;GLP-1;Kolding;312
min;201908;6;A10BJ02;GLP-1;Køge Bugt;201
pro;201908;11;A10BJ02;GLP-1;Køge Bugt;201
min;201908;1;A10BJ02;GLP-1;Lolland;209
pro;201908;1;A10BJ02;GLP-1;Lolland;209
pro;201908;6;A10BJ02;GLP-1;N/A;N/A
min;201908;4;A10BJ02;GLP-1;Nyborg;302
pro;201908;5;A10BJ02;GLP-1;Nyborg;302
min;201908;1;A10BJ02;GLP-1;Næstved;206
pro;201908;6;A10BJ02;GLP-1;Næstved;206
min;201908;7;A10BJ02;GLP-1;Nørrebro/City;103
pro;201908;26;A10BJ02;GLP-1;Nørrebro/City;103
min;201908;17;A10BJ02;GLP-1;Odense City;305
pro;201908;16;A10BJ02;GLP-1;Odense City;305
min;201908;46;A10BJ02;GLP-1;Outside DK;Outside DK
